Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Lake Stevens,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,AUDI-Q5 E
Sammamish,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Everett,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,HYUNDAI-IONIQ 5
Bainbridge Island,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,KIA-NIRO
Bellevue,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL X
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,KIA-EV6
Kirkland,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,VOLVO-XC90
Yelm,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,DODGE-HORNET
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,KIA-EV6
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL X
Tukwila,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,JEEP-GRAND CHEROKEE
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,KIA-NIRO
Sammamish,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Port Townsend,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,FORD-FUSION
Woodinville,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Washougal,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Kent,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Redmond,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Lynnwood,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Everett,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,JEEP-WRANGLER
Kingston,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,CHEVROLET-BOLT EV
Kirkland,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,SMART-FORTWO ELECTRIC DRIVE
Sammamish,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,AUDI-RS E-TRON GT
Shoreline,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,VOLVO-XC90
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Longview,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,JEEP-WRANGLER
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NISSAN-LEAF
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Redmond,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NISSAN-ARIYA
Mill Creek,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,VOLVO-XC90
Bainbridge Island,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POLESTAR-PS2
Shoreline,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,KIA-SOUL
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bellevue,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,MERCEDES-BENZ-S-CLASS
Woodinville,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Sammamish,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,FORD-F-150
Renton,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Vancouver,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Auburn,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NISSAN-LEAF
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,VOLKSWAGEN-ID.4
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL S
Redmond,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BMW-IX
Kirkland,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL S
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,KIA-EV9
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BMW-I4
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,HYUNDAI-IONIQ 5
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Redmond,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Monroe,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,AUDI-Q6
Olalla,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Vancouver,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,JEEP-WRANGLER
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Newcastle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,VOLKSWAGEN-ID.4
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL X
Kirkland,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Bellevue,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,FORD-C-MAX
Bothell,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Vancouver,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,CHEVROLET-VOLT
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,JEEP-WRANGLER
Poulsbo,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,CHEVROLET-EQUINOX EV
Issaquah,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,LAND ROVER-RANGE ROVER SPORT
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Tukwila,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,JEEP-WRANGLER
Burien,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,FORD-MUSTANG MACH-E
Battle Ground,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Kelso,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,FORD-MUSTANG MACH-E
Seatac,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Woodinville,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,VOLKSWAGEN-ID.4
Duvall,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Bellevue,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,JEEP-WRANGLER
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Poulsbo,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,JEEP-WRANGLER
Duvall,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Kirkland,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Bainbridge Island,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,FORD-F-150
Bothell,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bellevue,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Enumclaw,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,CHEVROLET-EQUINOX EV
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,FORD-MUSTANG MACH-E
Redmond,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-CYBERTRUCK
Lynnwood,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Toppenish,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Everett,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,FORD-C-MAX
Burien,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Redmond,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL S
Bothell,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,VOLKSWAGEN-ID.4
Renton,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Kent,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bothell,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,GENESIS-GV60
Redmond,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Kelso,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Bainbridge Island,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Vancouver,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Bellevue,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Olalla,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,HYUNDAI-IONIQ 5
Kent,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,KIA-NIRO
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,CADILLAC-LYRIQ
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL S
Everett,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NISSAN-LEAF
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,AUDI-Q8
Vancouver,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,TOYOTA-RAV4 PRIME
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,RIVIAN-R1T
Kent,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BMW-I4
Renton,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,TOYOTA-PRIUS PRIME
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Newcastle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,TOYOTA-PRIUS PRIME
Kirkland,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,CHEVROLET-VOLT
Bellevue,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Newcastle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL S
Burien,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,FORD-MUSTANG MACH-E
Mill Creek,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BMW-IX
Kelso,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,AUDI-Q8
Redmond,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,KIA-NIRO
Port Orchard,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,HYUNDAI-IONIQ 5
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL X
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bothell,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Redmond,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Sammamish,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Port Ludlow,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,JEEP-WRANGLER
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-CYBERTRUCK
Tukwila,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,CHEVROLET-BOLT EV
Newcastle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Redmond,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,KIA-NIRO
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL S
Issaquah,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,VOLVO-XC90
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Stanwood,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BMW-I5
Camas,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL X
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Vancouver,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Sammamish,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,VOLKSWAGEN-ID.4
Renton,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PORSCHE-TAYCAN
Redmond,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,MERCEDES-BENZ-EQS-CLASS SUV
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL S
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NISSAN-LEAF
Brush Prairie,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,TOYOTA-PRIUS PRIME
Vancouver,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,JEEP-WRANGLER
Sammamish,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,CHRYSLER-PACIFICA
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,GENESIS-GV70
Port Orchard,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,FORD-MUSTANG MACH-E
Bainbridge Island,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,VOLVO-XC90
Renton,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL S
Bothell,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Poulsbo,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,LUCID-AIR
Kent,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL Y
Burien,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,VOLKSWAGEN-ID.4
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,VOLKSWAGEN-ID.4
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,VOLVO-C40
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL X
Bellevue,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BMW-X5
Renton,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,HYUNDAI-IONIQ 5
Olympia,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,FORD-F-150
Kirkland,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,MAZDA-CX-90
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,CHEVROLET-BOLT EV
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Sammamish,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Kent,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Vancouver,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,VOLVO-V60
Tukwila,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Normandy Park,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,TOYOTA-PRIUS PLUG-IN
Kent,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,CHEVROLET-BOLT EUV
Shoreline,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,MERCEDES-BENZ-EQS-CLASS SUV
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,MITSUBISHI-OUTLANDER
Bothell,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,VOLVO-XC90
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Redmond,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BMW-I4
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,GENESIS-GV70
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BMW-I7
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,TOYOTA-PRIUS PLUG-IN
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,MERCEDES-BENZ-EQS-CLASS SEDAN
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bellevue,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BMW-X5
Kirkland,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PORSCHE-TAYCAN
La Center,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Shoreline,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,HYUNDAI-IONIQ 5
Kirkland,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,KIA-NIRO
Kalama,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Oak Harbor,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,VOLKSWAGEN-ID.4
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
